date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:21:15	106140/106140	---M--	200	added ('OK')	font/woff2	etag:%22670966f5-19e9c%22	https://obsidian.md/fonts/Inter-Bold.woff2	C:/My%20Websites/cyberdeep_web/obsidian.md/fonts/Inter-Bold.woff2	(from https://obsidian.md/tailwind.css?hash=26)
22:21:15	108/108	---M--	200	added ('OK')	image/png	etag:%22670966f5-6c%22	https://obsidian.md/images/checkerboard.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/checkerboard.png	(from https://obsidian.md/tailwind.css?hash=26)
22:21:16	1837/1837	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/buy/license	C:/My%20Websites/cyberdeep_web/obsidian.md/buy/license.html	(from https://obsidian.md/pricing)
22:21:16	4688/4688	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Oct%202024%2014:21:16%20GMT	https://obsidian.md/cdn-cgi/l/email-protection	C:/My%20Websites/cyberdeep_web/obsidian.md/cdn-cgi/l/email-protection.html	(from https://obsidian.md/pricing)
22:21:16	1813/1813	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/buy/sync	C:/My%20Websites/cyberdeep_web/obsidian.md/buy/sync.html	(from https://obsidian.md/pricing)
22:21:17	1836/1836	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/buy/publish	C:/My%20Websites/cyberdeep_web/obsidian.md/buy/publish.html	(from https://obsidian.md/pricing)
22:21:17	1825/1825	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/buy/catalyst	C:/My%20Websites/cyberdeep_web/obsidian.md/buy/catalyst.html	(from https://obsidian.md/pricing)
22:21:17	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22670ce4f9-4d7%22	https://obsidian.md/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Websites/cyberdeep_web/obsidian.md/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://obsidian.md/pricing)
22:21:17	554/554	---M-Z	200	added ('OK')	application/javascript	etag:W/%22670966f5-22a%22	https://obsidian.md/pricing.js	C:/My%20Websites/cyberdeep_web/obsidian.md/pricing.js	(from https://obsidian.md/pricing)
22:21:18	108691/108691	---M--	200	added ('OK')	image/png	etag:%22670966f5-1a893%22	https://obsidian.md/images/sync-share-dark.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/sync-share-dark.png	(from https://obsidian.md/sync)
22:21:18	90462/90462	---M--	200	added ('OK')	image/png	etag:%22670966f5-1615e%22	https://obsidian.md/images/publish-experience.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/publish-experience.png	(from https://obsidian.md/publish)
22:21:19	403348/403348	---M--	200	added ('OK')	image/png	etag:%22670966f5-62794%22	https://obsidian.md/images/publish/marconoris.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/publish/marconoris.png	(from https://obsidian.md/publish)
22:21:20	236913/236913	---M--	200	added ('OK')	image/png	etag:%22670966f5-39d71%22	https://obsidian.md/images/publish/stephanlenvin-light.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/publish/stephanlenvin-light.png	(from https://obsidian.md/publish)
22:21:20	2029396/2029396	---M--	200	added ('OK')	image/png	etag:%22670966f5-1ef754%22	https://obsidian.md/images/publish/emrah.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/publish/emrah.png	(from https://obsidian.md/publish)
22:21:21	363680/363680	---M--	200	added ('OK')	image/png	etag:%22670966f5-58ca0%22	https://obsidian.md/images/publish/untested.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/publish/untested.png	(from https://obsidian.md/publish)
22:21:21	235698/235698	---M--	200	added ('OK')	image/png	etag:%22670966f5-398b2%22	https://obsidian.md/images/publish/compsci.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/publish/compsci.png	(from https://obsidian.md/publish)
22:21:22	110507/110507	---M-Z	200	added ('OK')	application/javascript	etag:W/%22670966f5-1afab%22	https://obsidian.md/account.js	C:/My%20Websites/cyberdeep_web/obsidian.md/account.js	(from https://obsidian.md/account/)
22:21:22	502900/502900	---M--	200	added ('OK')	image/png	etag:%22670966f5-7ac74%22	https://obsidian.md/images/publish/chad.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/publish/chad.png	(from https://obsidian.md/publish)
22:21:22	6548/6548	---M-Z	200	added ('OK')	application/javascript	etag:W/%22670966f5-1994%22	https://obsidian.md/plugins.js	C:/My%20Websites/cyberdeep_web/obsidian.md/plugins.js	(from https://obsidian.md/plugins)
22:21:23	35392/35392	---M--	200	added ('OK')	image/jpeg	etag:%22670966f5-8a40%22	https://obsidian.md/images/team/silver-alt.jpg	C:/My%20Websites/cyberdeep_web/obsidian.md/images/team/silver-alt.jpg	(from https://obsidian.md/blog/)
22:21:23	25319/25319	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/2024-obsidian-october/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/2024-obsidian-october/index.html	(from https://obsidian.md/blog/)
22:21:23	12240/12240	---M--	200	added ('OK')	image/png	etag:%22670966f5-2fd0%22	https://obsidian.md/images/team/kepano.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/team/kepano.png	(from https://obsidian.md/blog/)
22:21:23	28298/28298	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/standard-plan/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/standard-plan/index.html	(from https://obsidian.md/blog/)
22:21:24	13852/13852	---M--	200	added ('OK')	image/png	etag:%22670966f5-361c%22	https://obsidian.md/images/blog/jsoncanvas.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/blog/jsoncanvas.png	(from https://obsidian.md/blog/)
22:21:24	26033/26033	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/json-canvas/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/json-canvas/index.html	(from https://obsidian.md/blog/)
22:21:24	4391/4391	---M--	200	added ('OK')	image/png	etag:%22670966f5-1127%22	https://obsidian.md/images/team/liam-alt.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/team/liam-alt.png	(from https://obsidian.md/blog/)
22:21:24	32055/32055	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/2023-goty-winners/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/2023-goty-winners/index.html	(from https://obsidian.md/blog/)
22:21:25	27514/27514	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/cure53-security-audit/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/cure53-security-audit/index.html	(from https://obsidian.md/blog/)
22:21:25	6948/6948	---M--	200	added ('OK')	image/png	etag:%22670966f5-1b24%22	https://obsidian.md/images/blog/convert-apple-notes.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/blog/convert-apple-notes.png	(from https://obsidian.md/blog/)
22:21:25	25305/25305	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/2023-goty-nominations/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/2023-goty-nominations/index.html	(from https://obsidian.md/blog/)
22:21:25	29834/29834	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/new-sync-plans/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/new-sync-plans/index.html	(from https://obsidian.md/blog/)
22:21:26	24645/24645	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/goodbye-legacy-editor/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/goodbye-legacy-editor/index.html	(from https://obsidian.md/blog/)
22:21:26	35842/35842	---M--	200	added ('OK')	image/png	etag:%22670966f5-8c02%22	https://obsidian.md/images/2023-07-importer.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/2023-07-importer.png	(from https://obsidian.md/blog/)
22:21:26	27189/27189	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/apple-notes-export/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/apple-notes-export/index.html	(from https://obsidian.md/blog/)
22:21:26	24645/24645	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/2023-obsidian-october/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/2023-obsidian-october/index.html	(from https://obsidian.md/blog/)
22:21:26	25613/25613	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/free-your-notes/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/free-your-notes/index.html	(from https://obsidian.md/blog/)
22:21:27	30018/30018	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/verify-obsidian-sync-encryption/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/verify-obsidian-sync-encryption/index.html	(from https://obsidian.md/blog/)
22:21:27	32902/32902	---M--	200	added ('OK')	image/png	etag:%22670966f5-8086%22	https://obsidian.md/images/team/licat-alt.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/team/licat-alt.png	(from https://obsidian.md/blog/)
22:21:27	40369/40369	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/new-obsidian-icon/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/new-obsidian-icon/index.html	(from https://obsidian.md/blog/)
22:21:27	124962/124962	---M--	200	added ('OK')	image/png	etag:%22670966f5-1e822%22	https://obsidian.md/images/2023-06-logo.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/2023-06-logo.png	(from https://obsidian.md/blog/)
22:21:28	80031/80031	---M--	200	added ('OK')	image/png	etag:%22670966f5-1389f%22	https://obsidian.md/images/team/marcusolsson.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/team/marcusolsson.png	(from https://obsidian.md/blog/)
22:21:28	24542/24542	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/new-documentation-site/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/new-documentation-site/index.html	(from https://obsidian.md/blog/)
22:21:28	26299/26299	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/obsidian-publish-now-offers-more-for-less/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/obsidian-publish-now-offers-more-for-less/index.html	(from https://obsidian.md/blog/)
22:21:29	70291/70291	---M--	200	added ('OK')	image/png	etag:%22670966f5-11293%22	https://obsidian.md/images/team/licat.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/team/licat.png	(from https://obsidian.md/about)
22:21:29	28364/28364	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/2022-goty-winners/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/2022-goty-winners/index.html	(from https://obsidian.md/blog/)
22:21:29	25548/25548	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/kepano-ceo/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/kepano-ceo/index.html	(from https://obsidian.md/blog/)
22:21:29	24197/24197	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/new-code-of-conduct/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/new-code-of-conduct/index.html	(from https://obsidian.md/blog/)
22:21:29	24754/24754	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/2022-goty-nominations/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/2022-goty-nominations/index.html	(from https://obsidian.md/blog/)
22:21:29	353144/353144	---M--	200	added ('OK')	image/jpeg	etag:%22670966f5-56378%22	https://obsidian.md/images/team/silver.jpg	C:/My%20Websites/cyberdeep_web/obsidian.md/images/team/silver.jpg	(from https://obsidian.md/about)
22:21:30	35518/35518	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/2022-obsidian-october-winners/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/2022-obsidian-october-winners/index.html	(from https://obsidian.md/blog/)
22:21:30	65306/65306	---M--	200	added ('OK')	image/jpeg	etag:%22670966f5-ff1a%22	https://obsidian.md/images/team/kepano-alt.jpg	C:/My%20Websites/cyberdeep_web/obsidian.md/images/team/kepano-alt.jpg	(from https://obsidian.md/about)
22:21:30	35724/35724	---MCZ	200	added ('OK')	text/html	date:Fri,%2011%20Oct%202024%2017:57:09%20GMT	https://obsidian.md/blog/page/2/	C:/My%20Websites/cyberdeep_web/obsidian.md/blog/page/2/index.html	(from https://obsidian.md/blog/)
22:21:30	57541/57541	---M--	200	added ('OK')	image/png	etag:%22670966f5-e0c5%22	https://obsidian.md/images/team/liam.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/team/liam.png	(from https://obsidian.md/about)
22:21:31	39757/39757	---M--	200	added ('OK')	image/png	etag:%22670966f5-9b4d%22	https://obsidian.md/images/team/joethei-alt.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/team/joethei-alt.png	(from https://obsidian.md/about)
22:21:31	76703/76703	---M--	200	added ('OK')	image/png	etag:%22670966f5-12b9f%22	https://obsidian.md/images/team/joethei.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/team/joethei.png	(from https://obsidian.md/about)
22:21:32	4635/4635	---M--	200	added ('OK')	image/png	etag:%22670966f5-121b%22	https://obsidian.md/images/team/mgmeyers-alt.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/team/mgmeyers-alt.png	(from https://obsidian.md/about)
22:21:32	142322/142322	---M--	200	added ('OK')	image/jpeg	etag:%22670966f5-22bf2%22	https://obsidian.md/images/team/mgmeyers.jpg	C:/My%20Websites/cyberdeep_web/obsidian.md/images/team/mgmeyers.jpg	(from https://obsidian.md/about)
22:21:33	3657/3657	---M--	200	added ('OK')	image/png	etag:%22670966f5-e49%22	https://obsidian.md/images/team/tgrosinger-alt.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/team/tgrosinger-alt.png	(from https://obsidian.md/about)
22:21:33	69203/69203	---M--	200	added ('OK')	image/png	etag:%22670966f5-10e53%22	https://obsidian.md/images/team/tgrosinger.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/team/tgrosinger.png	(from https://obsidian.md/about)
22:21:34	39298/39298	---M--	200	added ('OK')	image/png	etag:%22670966f5-9982%22	https://obsidian.md/images/team/sigrunixia-alt.png	C:/My%20Websites/cyberdeep_web/obsidian.md/images/team/sigrunixia-alt.png	(from https://obsidian.md/about)
